2025-02-03 14:00:39,701 - INFO - Namespace(device='cuda:3', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=6, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=500, warmup_epochs=10, dataset_mode='MnMs', max_channel=256, l2_norm=1e-07, patience=15, wandb=True, cache=True, log_dir='../../de_logistics/MnMs_3UNetlinear_02-03-14-00-38/', log_file_path='../../de_logistics/MnMs_3UNetlinear_02-03-14-00-38/training.log')
Epoch 1/500 [Training]: 100%|█████████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
Epoch 167/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.31batch/s]
2025-02-03 20:37:19,707 - INFO - valid_loss:1.1933586597442627 in epoch167
2025-02-03 20:37:19,708 - INFO - valid_acc:0.9124471742390585 in epoch167
2025-02-03 20:37:19,708 - INFO - Mean iou = 84.48% in epoch167
Epoch 168/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-03 20:39:36,647 - INFO - train_loss:1.1816560524575255 in epoch168
2025-02-03 20:39:36,647 - INFO - train_acc:0.9510968400618546 in epoch168
2025-02-03 20:39:36,648 - INFO - Epoch 168: Learning Rate: [7.646810332119975e-05]
Epoch 168/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.26batch/s]
2025-02-03 20:39:41,965 - INFO - valid_loss:1.193247487147649 in epoch168
2025-02-03 20:39:41,965 - INFO - valid_acc:0.9131112550780646 in epoch168
2025-02-03 20:39:41,965 - INFO - Mean iou = 84.56% in epoch168
Epoch 169/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-03 20:41:58,741 - INFO - train_loss:1.1816113768739904 in epoch169
2025-02-03 20:41:58,742 - INFO - train_acc:0.9546453720576088 in epoch169
2025-02-03 20:41:58,742 - INFO - Epoch 169: Learning Rate: [7.619560818360264e-05]
Epoch 169/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-03 20:42:04,026 - INFO - valid_loss:1.1932313740253448 in epoch169
2025-02-03 20:42:04,026 - INFO - valid_acc:0.915436573446465 in epoch169
2025-02-03 20:42:04,027 - INFO - Mean iou = 84.94% in epoch169
Epoch 170/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-03 20:44:20,975 - INFO - train_loss:1.1815896344945787 in epoch170
2025-02-03 20:44:20,976 - INFO - train_acc:0.9533691504097811 in epoch170
2025-02-03 20:44:20,976 - INFO - Epoch 170: Learning Rate: [7.592203645268473e-05]
Epoch 170/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.30batch/s]
2025-02-03 20:44:26,193 - INFO - valid_loss:1.1926786402861278 in epoch170
2025-02-03 20:44:26,194 - INFO - valid_acc:0.9140383538716107 in epoch170
2025-02-03 20:44:26,194 - INFO - Mean iou = 84.72% in epoch170
Epoch 171/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-03 20:46:43,038 - INFO - train_loss:1.1814868304323642 in epoch171
2025-02-03 20:46:43,038 - INFO - train_acc:0.9537476450805451 in epoch171
2025-02-03 20:46:43,038 - INFO - Epoch 171: Learning Rate: [7.56473993739083e-05]
Epoch 171/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.30batch/s]
2025-02-03 20:46:48,255 - INFO - valid_loss:1.1933324933052063 in epoch171
2025-02-03 20:46:48,255 - INFO - valid_acc:0.9150599854890631 in epoch171
2025-02-03 20:46:48,255 - INFO - Mean iou = 84.89% in epoch171
Epoch 172/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-03 20:49:05,065 - INFO - train_loss:1.1815009478558884 in epoch172
2025-02-03 20:49:05,065 - INFO - train_acc:0.953893734307386 in epoch172
2025-02-03 20:49:05,065 - INFO - Epoch 172: Learning Rate: [7.5371708236528e-05]
Epoch 172/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.25batch/s]
2025-02-03 20:49:10,402 - INFO - valid_loss:1.1932601233323414 in epoch172
2025-02-03 20:49:10,402 - INFO - valid_acc:0.91604197555567 in epoch172
2025-02-03 20:49:10,402 - INFO - Mean iou = 85.03% in epoch172
Epoch 173/500 [Training]: 100%|███████████████████████████████| 188/188 [02:17<00:00,  1.37batch/s]
2025-02-03 20:51:27,569 - INFO - train_loss:1.1817198617661253 in epoch173
2025-02-03 20:51:27,569 - INFO - train_acc:0.9521572896187132 in epoch173
2025-02-03 20:51:27,569 - INFO - Epoch 173: Learning Rate: [7.509497437312674e-05]
Epoch 173/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.29batch/s]
2025-02-03 20:51:32,820 - INFO - valid_loss:1.1931052307287853 in epoch173
2025-02-03 20:51:32,820 - INFO - valid_acc:0.9150806730523199 in epoch173
2025-02-03 20:51:32,820 - INFO - Mean iou = 84.88% in epoch173
Epoch 174/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-03 20:53:49,543 - INFO - train_loss:1.1815772094625108 in epoch174
2025-02-03 20:53:49,544 - INFO - train_acc:0.9542418569645414 in epoch174
2025-02-03 20:53:49,544 - INFO - Epoch 174: Learning Rate: [7.481720915914969e-05]
Epoch 174/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-03 20:53:54,836 - INFO - valid_loss:1.1935178836186726 in epoch174
2025-02-03 20:53:54,836 - INFO - valid_acc:0.9143547472485359 in epoch174
2025-02-03 20:53:54,836 - INFO - Mean iou = 84.76% in epoch174
Epoch 175/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-03 20:56:11,670 - INFO - train_loss:1.1814212577140077 in epoch175
2025-02-03 20:56:11,671 - INFO - train_acc:0.9548049324632817 in epoch175
2025-02-03 20:56:11,671 - INFO - Epoch 175: Learning Rate: [7.45384240124369e-05]
Epoch 175/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.29batch/s]
2025-02-03 20:56:16,904 - INFO - valid_loss:1.19312118490537 in epoch175
2025-02-03 20:56:16,905 - INFO - valid_acc:0.9150218597662133 in epoch175
2025-02-03 20:56:16,905 - INFO - Mean iou = 84.87% in epoch175
Epoch 176/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-03 20:58:33,864 - INFO - train_loss:1.1813865291311385 in epoch176
2025-02-03 20:58:33,865 - INFO - train_acc:0.9556259365143607 in epoch176
2025-02-03 20:58:33,865 - INFO - Epoch 176: Learning Rate: [7.425863039275376e-05]
Epoch 176/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.30batch/s]
2025-02-03 20:58:39,078 - INFO - valid_loss:1.1932495335737865 in epoch176
2025-02-03 20:58:39,079 - INFO - valid_acc:0.9161711067949905 in epoch176
2025-02-03 20:58:39,079 - INFO - Mean iou = 85.06% in epoch176
Epoch 177/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-03 21:00:56,007 - INFO - train_loss:1.181498793845481 in epoch177
2025-02-03 21:00:56,008 - INFO - train_acc:0.9554624102937866 in epoch177
2025-02-03 21:00:56,008 - INFO - Epoch 177: Learning Rate: [7.397783980132019e-05]
Epoch 177/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.27batch/s]
2025-02-03 21:01:01,305 - INFO - valid_loss:1.1927776336669922 in epoch177
2025-02-03 21:01:01,305 - INFO - valid_acc:0.9163456277261014 in epoch177
2025-02-03 21:01:01,305 - INFO - Mean iou = 85.10% in epoch177
Epoch 178/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-03 21:03:18,055 - INFO - train_loss:1.1815778968182016 in epoch178
2025-02-03 21:03:18,056 - INFO - train_acc:0.9549358084103248 in epoch178
2025-02-03 21:03:18,056 - INFO - Epoch 178: Learning Rate: [7.369606378033756e-05]
Epoch 178/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.24batch/s]
2025-02-03 21:03:23,411 - INFO - valid_loss:1.193241278330485 in epoch178
2025-02-03 21:03:23,412 - INFO - valid_acc:0.9151971894633378 in epoch178
2025-02-03 21:03:23,412 - INFO - Mean iou = 84.90% in epoch178
Epoch 179/500 [Training]: 100%|███████████████████████████████| 188/188 [02:10<00:00,  1.44batch/s]
2025-02-03 21:05:33,976 - INFO - train_loss:1.1814530701079267 in epoch179
2025-02-03 21:05:33,976 - INFO - train_acc:0.9550649619474544 in epoch179
2025-02-03 21:05:33,977 - INFO - Epoch 179: Learning Rate: [7.34133139125145e-05]
Epoch 179/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.32batch/s]
2025-02-03 21:05:39,157 - INFO - valid_loss:1.1935983300209045 in epoch179
2025-02-03 21:05:39,157 - INFO - valid_acc:0.9113707304992703 in epoch179
2025-02-03 21:05:39,158 - INFO - Mean iou = 84.30% in epoch179
Epoch 180/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-03 21:07:56,108 - INFO - train_loss:1.1813485013677718 in epoch180
2025-02-03 21:07:56,109 - INFO - train_acc:0.9568285331871911 in epoch180
2025-02-03 21:07:56,109 - INFO - Epoch 180: Learning Rate: [7.312960182059058e-05]
Epoch 180/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.30batch/s]
2025-02-03 21:08:01,319 - INFO - valid_loss:1.1933241585890453 in epoch180
2025-02-03 21:08:01,319 - INFO - valid_acc:0.9153491906265824 in epoch180
2025-02-03 21:08:01,319 - INFO - Mean iou = 84.92% in epoch180
Epoch 181/500 [Training]: 100%|███████████████████████████████| 188/188 [02:12<00:00,  1.42batch/s]
2025-02-03 21:10:13,903 - INFO - train_loss:1.1813362139336607 in epoch181
2025-02-03 21:10:13,903 - INFO - train_acc:0.9570314608701196 in epoch181
2025-02-03 21:10:13,903 - INFO - Epoch 181: Learning Rate: [7.284493916685866e-05]
Epoch 181/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.28batch/s]
2025-02-03 21:10:19,164 - INFO - valid_loss:1.1934036413828533 in epoch181
2025-02-03 21:10:19,165 - INFO - valid_acc:0.9159546919870375 in epoch181
2025-02-03 21:10:19,165 - INFO - Mean iou = 85.01% in epoch181
Epoch 182/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-03 21:12:36,014 - INFO - train_loss:1.181396430477183 in epoch182
2025-02-03 21:12:36,015 - INFO - train_acc:0.9564218159885512 in epoch182
2025-02-03 21:12:36,015 - INFO - Epoch 182: Learning Rate: [7.255933765268554e-05]
Epoch 182/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.38batch/s]
2025-02-03 21:12:41,053 - INFO - valid_loss:1.1930454870065053 in epoch182
2025-02-03 21:12:41,054 - INFO - valid_acc:0.9151151224249682 in epoch182
2025-02-03 21:12:41,054 - INFO - Mean iou = 84.88% in epoch182
Epoch 183/500 [Training]: 100%|███████████████████████████████| 188/188 [02:12<00:00,  1.42batch/s]
2025-02-03 21:14:53,382 - INFO - train_loss:1.1815414663324966 in epoch183
2025-02-03 21:14:53,383 - INFO - train_acc:0.9557651301327962 in epoch183
2025-02-03 21:14:53,383 - INFO - Epoch 183: Learning Rate: [7.22728090180308e-05]
Epoch 183/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.29batch/s]
2025-02-03 21:14:58,620 - INFO - valid_loss:1.1931979954242706 in epoch183
2025-02-03 21:14:58,621 - INFO - valid_acc:0.9172337802457337 in epoch183
2025-02-03 21:14:58,621 - INFO - Mean iou = 85.21% in epoch183
Epoch 184/500 [Training]: 100%|███████████████████████████████| 188/188 [02:15<00:00,  1.39batch/s]
2025-02-03 21:17:13,943 - INFO - train_loss:1.1813298539912447 in epoch184
2025-02-03 21:17:13,944 - INFO - train_acc:0.9573972264773878 in epoch184
2025-02-03 21:17:13,944 - INFO - Epoch 184: Learning Rate: [7.198536504096438e-05]
Epoch 184/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.34batch/s]
2025-02-03 21:17:19,072 - INFO - valid_loss:1.1931526958942413 in epoch184
2025-02-03 21:17:19,073 - INFO - valid_acc:0.9151215012485069 in epoch184
2025-02-03 21:17:19,073 - INFO - Mean iou = 84.89% in epoch184
Epoch 185/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.37batch/s]
2025-02-03 21:19:35,932 - INFO - train_loss:1.1813053507754143 in epoch185
2025-02-03 21:19:35,933 - INFO - train_acc:0.9566722775037195 in epoch185
2025-02-03 21:19:35,933 - INFO - Epoch 185: Learning Rate: [7.169701753718232e-05]
Epoch 185/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.31batch/s]
2025-02-03 21:19:41,127 - INFO - valid_loss:1.193347583214442 in epoch185
2025-02-03 21:19:41,128 - INFO - valid_acc:0.9145358179682463 in epoch185
2025-02-03 21:19:41,128 - INFO - Mean iou = 84.79% in epoch185
Epoch 186/500 [Training]: 100%|███████████████████████████████| 188/188 [02:16<00:00,  1.38batch/s]
2025-02-03 21:21:57,803 - INFO - train_loss:1.181340329190518 in epoch186
2025-02-03 21:21:57,804 - INFO - train_acc:0.9577965531296098 in epoch186
2025-02-03 21:21:57,804 - INFO - Epoch 186: Learning Rate: [7.140777835952115e-05]
Epoch 186/500 [Validation]: 100%|███████████████████████████████| 12/12 [00:05<00:00,  2.28batch/s]
2025-02-03 21:22:03,078 - INFO - valid_loss:1.1932423611481984 in epoch186
2025-02-03 21:22:03,078 - INFO - valid_acc:0.9153232673011544 in epoch186
2025-02-03 21:22:03,078 - INFO - Mean iou = 84.92% in epoch186
