2025-02-02 16:35:57,616 - INFO - Namespace(device='cuda:3', channel_weights=[1.0, 2.0, 1.0, 1.0], batch_size=8, num_classes=4, pretrained=False, pretrained_weights='./Synapse_weights_1u1d', lr=0.0001, epochs=500, warmup_epochs=10, dataset_mode='ACDC', max_channel=256, l2_norm=1e-07, patience=15, aug=False, wandb=True, cache=True, log_dir='../../de_logistics/ACDC_2UNetlinear_02-02-16-35-56/', log_file_path='../../de_logistics/ACDC_2UNetlinear_02-02-16-35-56/training.log')
Epoch 1/500 [Training]: 100%|████████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.54batch/s]
Epoch 185/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.08batch/s]
2025-02-02 19:29:53,634 - INFO - valid_loss:1.1527027533604548 in epoch185
2025-02-02 19:29:53,634 - INFO - valid_acc:0.9317544665362907 in epoch185
2025-02-02 19:29:53,634 - INFO - Mean iou = 87.64% in epoch185
Epoch 186/500 [Training]: 100%|██████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.55batch/s]
2025-02-02 19:30:41,892 - INFO - train_loss:1.1519496409098307 in epoch186
2025-02-02 19:30:41,892 - INFO - train_acc:0.9753408698945564 in epoch186
2025-02-02 19:30:41,892 - INFO - Epoch 186: Learning Rate: [7.140777835952115e-05]
Epoch 186/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 13/13 [00:05<00:00,  2.18batch/s]
2025-02-02 19:30:47,870 - INFO - valid_loss:1.1516368847626905 in epoch186
2025-02-02 19:30:47,870 - INFO - valid_acc:0.9354073917676656 in epoch186
2025-02-02 19:30:47,871 - INFO - Mean iou = 88.26% in epoch186
Epoch 187/500 [Training]: 100%|██████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.55batch/s]
2025-02-02 19:31:36,392 - INFO - train_loss:1.151798054377238 in epoch187
2025-02-02 19:31:36,393 - INFO - train_acc:0.9759369608480484 in epoch187
2025-02-02 19:31:36,393 - INFO - Epoch 187: Learning Rate: [7.111765939747054e-05]
Epoch 187/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.08batch/s]
2025-02-02 19:31:42,634 - INFO - valid_loss:1.1513332220224233 in epoch187
2025-02-02 19:31:42,634 - INFO - valid_acc:0.936318341761225 in epoch187
2025-02-02 19:31:42,634 - INFO - Mean iou = 88.37% in epoch187
Epoch 188/500 [Training]: 100%|██████████████████████████████████████████████████████████████████| 75/75 [00:49<00:00,  1.53batch/s]
2025-02-02 19:32:31,727 - INFO - train_loss:1.15144832611084 in epoch188
2025-02-02 19:32:31,728 - INFO - train_acc:0.9768547075959628 in epoch188
2025-02-02 19:32:31,728 - INFO - Epoch 188: Learning Rate: [7.082667257668475e-05]
Epoch 188/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.08batch/s]
2025-02-02 19:32:37,968 - INFO - valid_loss:1.1517381209593553 in epoch188
2025-02-02 19:32:37,968 - INFO - valid_acc:0.9358567527439401 in epoch188
2025-02-02 19:32:37,969 - INFO - Mean iou = 88.29% in epoch188
Epoch 189/500 [Training]: 100%|██████████████████████████████████████████████████████████████████| 75/75 [00:49<00:00,  1.53batch/s]
2025-02-02 19:33:27,029 - INFO - train_loss:1.15158922513326 in epoch189
2025-02-02 19:33:27,030 - INFO - train_acc:0.9769436849245672 in epoch189
2025-02-02 19:33:27,030 - INFO - Epoch 189: Learning Rate: [7.053482985849223e-05]
Epoch 189/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.02batch/s]
2025-02-02 19:33:33,475 - INFO - valid_loss:1.1513572014295137 in epoch189
2025-02-02 19:33:33,476 - INFO - valid_acc:0.9374266893579303 in epoch189
2025-02-02 19:33:33,476 - INFO - Mean iou = 88.56% in epoch189
Epoch 190/500 [Training]: 100%|██████████████████████████████████████████████████████████████████| 75/75 [00:49<00:00,  1.52batch/s]
2025-02-02 19:34:22,670 - INFO - train_loss:1.151597154935201 in epoch190
2025-02-02 19:34:22,671 - INFO - train_acc:0.9773869360957912 in epoch190
2025-02-02 19:34:22,671 - INFO - Epoch 190: Learning Rate: [7.024214323940408e-05]
Epoch 190/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.09batch/s]
2025-02-02 19:34:28,891 - INFO - valid_loss:1.1516980299582849 in epoch190
2025-02-02 19:34:28,892 - INFO - valid_acc:0.9362930810526817 in epoch190
2025-02-02 19:34:28,892 - INFO - Mean iou = 88.37% in epoch190
Epoch 191/500 [Training]: 100%|██████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.55batch/s]
2025-02-02 19:35:17,350 - INFO - train_loss:1.1515102513631186 in epoch191
2025-02-02 19:35:17,351 - INFO - train_acc:0.9774795366482599 in epoch191
2025-02-02 19:35:17,351 - INFO - Epoch 191: Learning Rate: [6.994862475062084e-05]
Epoch 191/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.04batch/s]
2025-02-02 19:35:23,712 - INFO - valid_loss:1.151571934039776 in epoch191
2025-02-02 19:35:23,712 - INFO - valid_acc:0.9357411700036588 in epoch191
2025-02-02 19:35:23,712 - INFO - Mean iou = 88.28% in epoch191
Epoch 192/500 [Training]: 100%|██████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.53batch/s]
2025-02-02 19:36:12,705 - INFO - train_loss:1.1517876227696737 in epoch192
2025-02-02 19:36:12,706 - INFO - train_acc:0.9771614217813201 in epoch192
2025-02-02 19:36:12,706 - INFO - Epoch 192: Learning Rate: [6.965428645753791e-05]
Epoch 192/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.09batch/s]
2025-02-02 19:36:18,918 - INFO - valid_loss:1.1512824021852934 in epoch192
2025-02-02 19:36:18,919 - INFO - valid_acc:0.9368209840608721 in epoch192
2025-02-02 19:36:18,919 - INFO - Mean iou = 88.45% in epoch192
Epoch 193/500 [Training]: 100%|██████████████████████████████████████████████████████████████████| 75/75 [00:49<00:00,  1.51batch/s]
2025-02-02 19:37:08,722 - INFO - train_loss:1.1514386336008708 in epoch193
2025-02-02 19:37:08,723 - INFO - train_acc:0.9771310640427183 in epoch193
2025-02-02 19:37:08,723 - INFO - Epoch 193: Learning Rate: [6.935914045924972e-05]
Epoch 193/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  2.11batch/s]
2025-02-02 19:37:14,879 - INFO - valid_loss:1.1519587773543138 in epoch193
2025-02-02 19:37:14,880 - INFO - valid_acc:0.935271785579383 in epoch193
2025-02-02 19:37:14,880 - INFO - Mean iou = 88.20% in epoch193
Epoch 194/500 [Training]: 100%|██████████████████████████████████████████████████████████████████| 75/75 [00:48<00:00,  1.55batch/s]
2025-02-02 19:38:03,212 - INFO - train_loss:1.1514141082763671 in epoch194
2025-02-02 19:38:03,213 - INFO - train_acc:0.9774957193309014 in epoch194
2025-02-02 19:38:03,213 - INFO - Epoch 194: Learning Rate: [6.906319888805224e-05]
Epoch 194/500 [Validation]: 100%|████████████████████████████████████████████████████████████████| 13/13 [00:06<00:00,  1.96batch/s]
